"AHash","Count","Splits","Classes","Files"
"0000111111100001111010011010000011111000000000000100000001100000","2","train","black_spot","train\black_spot\local_DataSet_Image_000073_Black_spot(28).jpg || train\black_spot\local_DataSet_Image_000074_Black_spot(406).jpg"
"0110000000000001000000000000001010001110100111101100111111111111","2","train","black_spot","train\black_spot\local_DataSet_Image_000075_Black_spot(43).jpg || train\black_spot\local_DataSet_Image_000076_Black_spot(484).jpg"
"0000111111100111110000011000111110000110000000100000000101000001","2","train","black_spot","train\black_spot\local_DataSet_Image_000077_Black_spot(306).jpg || train\black_spot\local_DataSet_Image_000078_Black_spot(8).jpg"
"0111100001100001010000000000000010011100111111001111111011111001","2","train","black_spot","train\black_spot\local_DataSet_Image_000079_Black_spot(595).jpg || train\black_spot\local_DataSet_Image_000080_Black_spot(65).jpg"
"1111111111000001100000001000000010010000100000001000000011000001","14","train|valid","black_spot|canker","train\black_spot\local_DataSet_Image_000081_Black_spot(1198).jpg || train\black_spot\local_DataSet_Image_000082_Black_spot(143).jpg || train\black_spot\local_DataSet_Image_000095_Black_spot(68).jpg || train\black_spot\local_DataSet_Image_000096_Black_spot(954).jpg || train\canker\local_DataSet_Image_001066_Canker(669).jpg || train\canker\local_DataSet_Image_001067_Canker(678).jpg || train\canker\local_DataSet_Image_001116_Canker(727).jpg || train\canker\local_DataSet_Image_001117_Canker(768).jpg"
"1110011110000001100000001000000010000100100000001100000111110011","2","train","black_spot","train\black_spot\local_DataSet_Image_000083_Black_spot(1149).jpg || train\black_spot\local_DataSet_Image_000084_Black_spot(133).jpg"
"1111111111000011110000001100000010000000110000001100000011100001","2","train","black_spot","train\black_spot\local_DataSet_Image_000093_Black_spot(1032).jpg || train\black_spot\local_DataSet_Image_000094_Black_spot(110).jpg"
"1111111111000001100000001001000010010000100000001100000011100001","2","train","black_spot","train\black_spot\local_DataSet_Image_000097_Black_spot(1016).jpg || train\black_spot\local_DataSet_Image_000098_Black_spot(106).jpg"
"1111111111000001100000001000000010000100100110001100000011000011","2","train","black_spot","train\black_spot\local_DataSet_Image_000099_Black_spot(103).jpg || train\black_spot\local_DataSet_Image_000100_Black_spot(998).jpg"
"1111111110000011100000010000000010000000100000001100000011100001","2","train","black_spot","train\black_spot\local_DataSet_Image_000101_Black_spot(1171).jpg || train\black_spot\local_DataSet_Image_000102_Black_spot(137).jpg"
"1111111111000001100000001000000010010000100000001100000011100001","6","train|valid","black_spot","train\black_spot\local_DataSet_Image_000103_Black_spot(1021).jpg || train\black_spot\local_DataSet_Image_000104_Black_spot(107).jpg || train\black_spot\local_DataSet_Image_000427_Black_spot(1028).jpg || train\black_spot\local_DataSet_Image_000507_Black_spot(945).jpg || train\black_spot\local_DataSet_Image_000654_Black_spot(1007).jpg || valid\black_spot\local_DataSet_Image_000108_Black_spot(992).jpg"
"0001111000000010100000011001111010111111101111100110111100111110","2","train","black_spot","train\black_spot\local_DataSet_Image_000105_Black_spot(633).jpg || train\black_spot\local_DataSet_Image_000106_Black_spot(73).jpg"
"1111111111000011110000011001000010000000100000001100000011100001","2","train","black_spot","train\black_spot\local_DataSet_Image_000107_Black_spot(1226).jpg || train\black_spot\local_DataSet_Image_000108_Black_spot(148).jpg"
"0000111001000011110000011000000010111110000111100101011001110111","2","train","black_spot","train\black_spot\local_DataSet_Image_000109_Black_spot(628).jpg || train\black_spot\local_DataSet_Image_000110_Black_spot(72).jpg"
"1111111111100011110000011000010010001000100000001000000111000001","2","train","black_spot","train\black_spot\local_DataSet_Image_000113_Black_spot(816).jpg || train\black_spot\local_DataSet_Image_000114_Black_spot(85).jpg"
"1111111111000001100000001000000010000000100000001000000011100000","2","train","black_spot","train\black_spot\local_DataSet_Image_000115_Black_spot(150).jpg || train\black_spot\local_DataSet_Image_000116_Black_spot(209).jpg"
"0001110000011110001111110011111100111111000011110011110100010010","2","train","black_spot","train\black_spot\local_DataSet_Image_000117_Black_spot(181).jpg || train\black_spot\local_DataSet_Image_000118_Black_spot(251).jpg"
"1111111111000011100000011001000010001000110000001100000011100000","2","train","black_spot","train\black_spot\local_DataSet_Image_000119_Black_spot(175).jpg || train\black_spot\local_DataSet_Image_000120_Black_spot(916).jpg"
"0001110000111110010111111011111100111111000111100000100100110110","2","train","black_spot","train\black_spot\local_DataSet_Image_000129_Black_spot(18).jpg || train\black_spot\local_DataSet_Image_000130_Black_spot(356).jpg"
"1111111111000011100000011000000010001100100001001100000111100001","2","train","black_spot","train\black_spot\local_DataSet_Image_000131_Black_spot(1132).jpg || train\black_spot\local_DataSet_Image_000132_Black_spot(129).jpg"
"0000001111000001110000001000000010001100010111000111110101111111","2","train","black_spot","train\black_spot\local_DataSet_Image_000133_Black_spot(606).jpg || train\black_spot\local_DataSet_Image_000134_Black_spot(67).jpg"
"1111111110000001100000000000000000001110100000001100000111100011","2","train","black_spot","train\black_spot\local_DataSet_Image_000142_Black_spot(134).jpg || train\black_spot\local_DataSet_Image_000362_Black_spot(1141).jpg"
"1111111111000011110000011100000010111000100100001000000011000000","2","train","black_spot","train\black_spot\local_DataSet_Image_000143_Black_spot(90).jpg || train\black_spot\local_DataSet_Image_000144_Black_spot(965).jpg"
"1111111111000011110000011001000010000000100000001100000011000001","2","train","black_spot","train\black_spot\local_DataSet_Image_000145_Black_spot(805).jpg || train\black_spot\local_DataSet_Image_000146_Black_spot(83).jpg"
"0011110000111110011111011111111010011010100111101000000000000000","2","train","black_spot","train\black_spot\local_DataSet_Image_000147_Black_spot(165).jpg || train\black_spot\local_DataSet_Image_000148_Black_spot(546).jpg"
"1111111111100011110000011000110000000100000000001000000110000001","2","train","black_spot","train\black_spot\local_DataSet_Image_000149_Black_spot(827).jpg || train\black_spot\local_DataSet_Image_000150_Black_spot(87).jpg"
"1111111111000001100000001000000010011000100100001000000011000011","2","train","black_spot","train\black_spot\local_DataSet_Image_000155_Black_spot(1009).jpg || train\black_spot\local_DataSet_Image_000156_Black_spot(105).jpg"
"0000111111000011100010011000010100010111000010010000000101100111","2","train","black_spot","train\black_spot\local_DataSet_Image_000157_Black_spot(50).jpg || train\black_spot\local_DataSet_Image_000158_Black_spot(517).jpg"
"0111100001100001000000000000011000001110101111101000111111111111","2","train","black_spot","train\black_spot\local_DataSet_Image_000159_Black_spot(289).jpg || train\black_spot\local_DataSet_Image_000160_Black_spot(5).jpg"
"0001010000000000010001001001111110111111101111110111111100011110","2","train","black_spot","train\black_spot\local_DataSet_Image_000165_Black_spot(37).jpg || train\black_spot\local_DataSet_Image_000166_Black_spot(450).jpg"
"0001110000111110011111111011111010001110100011000000000000000000","2","train","black_spot","train\black_spot\local_DataSet_Image_000167_Black_spot(161).jpg || train\black_spot\local_DataSet_Image_000168_Black_spot(380).jpg"
"0011110000110000011110001111100011111000111111001111110100111000","2","train","black_spot","train\black_spot\local_DataSet_Image_000169_Black_spot(561).jpg || train\black_spot\local_DataSet_Image_000170_Black_spot(59).jpg"
"0000111001111111110111111001111010011110000100000000100000000011","2","train","black_spot","train\black_spot\local_DataSet_Image_000173_Black_spot(11).jpg || train\black_spot\local_DataSet_Image_000174_Black_spot(322).jpg"
"0001110000100110000111111001111110011111100011100000000100100010","2","train","black_spot","train\black_spot\local_DataSet_Image_000177_Black_spot(182).jpg || train\black_spot\local_DataSet_Image_000178_Black_spot(256).jpg"
"0111100001100011010011110000101110011011100000111000000010000011","2","train","black_spot","train\black_spot\local_DataSet_Image_000179_Black_spot(584).jpg || train\black_spot\local_DataSet_Image_000180_Black_spot(63).jpg"
"1111111111000001100000011000000010000101100000011000000111000011","2","train","black_spot","train\black_spot\local_DataSet_Image_000183_Black_spot(1193).jpg || train\black_spot\local_DataSet_Image_000184_Black_spot(141).jpg"
"0111100001000001000000000000111010001110100011101100011111100111","2","train","black_spot","train\black_spot\local_DataSet_Image_000187_Black_spot(45).jpg || train\black_spot\local_DataSet_Image_000188_Black_spot(495).jpg"
"1111111111000001110000001000000010010000100110001100000011000001","2","train","black_spot","train\black_spot\local_DataSet_Image_000191_Black_spot(46).jpg || train\black_spot\local_DataSet_Image_000192_Black_spot(943).jpg"
"0111100001000001000000010000000010001100100011011100000111110111","2","train","black_spot","train\black_spot\local_DataSet_Image_000193_Black_spot(44).jpg || train\black_spot\local_DataSet_Image_000194_Black_spot(489).jpg"
"0000111111100011110001011000110110001100000000010000000101000011","2","train","black_spot","train\black_spot\local_DataSet_Image_000195_Black_spot(311).jpg || train\black_spot\local_DataSet_Image_000196_Black_spot(9).jpg"
"1111111111100001100000001000000010010000100000001000000111000011","2","train","black_spot","train\black_spot\local_DataSet_Image_000197_Black_spot(102).jpg || train\black_spot\local_DataSet_Image_000198_Black_spot(993).jpg"
"0111100001100011010100010000011010001110100011101000000111000011","2","train","black_spot","train\black_spot\local_DataSet_Image_000199_Black_spot(295).jpg || train\black_spot\local_DataSet_Image_000200_Black_spot(6).jpg"
"0001110000100000011110001111110011110100111101000111110000110010","2","train","black_spot","train\black_spot\local_DataSet_Image_000205_Black_spot(36).jpg || train\black_spot\local_DataSet_Image_000206_Black_spot(444).jpg"
"0111100001110001010011000001100010001000100000001000000111000001","2","train","black_spot","train\black_spot\local_DataSet_Image_000207_Black_spot(168).jpg || train\black_spot\local_DataSet_Image_000208_Black_spot(713).jpg"
"0011100001000111000111110001111110011110100011111100011001000001","2","train","black_spot","train\black_spot\local_DataSet_Image_000209_Black_spot(185).jpg || train\black_spot\local_DataSet_Image_000210_Black_spot(273).jpg"
"0000111111110001110101011011110010001000000000000100000101000001","2","train","black_spot","train\black_spot\local_DataSet_Image_000211_Black_spot(1046).jpg || train\black_spot\local_DataSet_Image_000212_Black_spot(174).jpg"
"0000111001101111110111011001111010011100000000000000000101000111","2","train","black_spot","train\black_spot\local_DataSet_Image_000215_Black_spot(12).jpg || train\black_spot\local_DataSet_Image_000216_Black_spot(328).jpg"
"0011110000110000011111001111111010111110100110001000000100000010","2","train","black_spot","train\black_spot\local_DataSet_Image_000217_Black_spot(19).jpg || train\black_spot\local_DataSet_Image_000218_Black_spot(362).jpg"
"0001110000000010000011110001111110111111101111110101111100111110","2","train","black_spot","train\black_spot\local_DataSet_Image_000219_Black_spot(180).jpg || train\black_spot\local_DataSet_Image_000220_Black_spot(245).jpg"
"0000111001110011111000011100100010011000000100000100000001100001","2","train","black_spot","train\black_spot\local_DataSet_Image_000221_Black_spot(1101).jpg || train\black_spot\local_DataSet_Image_000222_Black_spot(176).jpg"
"0001010000000000010010011001111011111111111011110111111100111110","2","train","black_spot","train\black_spot\local_DataSet_Image_000223_Black_spot(644).jpg || train\black_spot\local_DataSet_Image_000224_Black_spot(75).jpg"
"1111111111100001100000001000000010000000100100001000000011000011","2","train","black_spot","train\black_spot\local_DataSet_Image_000225_Black_spot(13).jpg || train\black_spot\local_DataSet_Image_000226_Black_spot(927).jpg"
"0011100001110011011111010111110011111000100100001100000001100001","2","train","black_spot","train\black_spot\local_DataSet_Image_000229_Black_spot(167).jpg || train\black_spot\local_DataSet_Image_000230_Black_spot(657).jpg"
"1111111111100001100000001000000000000100000000000000000111000011","4","train","black_spot","train\black_spot\local_DataSet_Image_000231_Black_spot(865).jpg || train\black_spot\local_DataSet_Image_000232_Black_spot(95).jpg || train\black_spot\local_DataSet_Image_000359_Black_spot(120).jpg || train\black_spot\local_DataSet_Image_000360_Black_spot(887).jpg"
"1111111111000111100000011000000100000000000010001000000011000001","2","train","black_spot","train\black_spot\local_DataSet_Image_000233_Black_spot(838).jpg || train\black_spot\local_DataSet_Image_000234_Black_spot(89).jpg"
"1111111111000001100000000000010000000110100000001100000111111111","2","train","black_spot","train\black_spot\local_DataSet_Image_000235_Black_spot(1182).jpg || train\black_spot\local_DataSet_Image_000236_Black_spot(139).jpg"
"1111111111100001100000001000000010000000100000001000000011000001","2","train","black_spot","train\black_spot\local_DataSet_Image_000237_Black_spot(1076).jpg || train\black_spot\local_DataSet_Image_000238_Black_spot(118).jpg"
"0001111000000010100000011000000010010110111111100111110100111110","2","train","black_spot","train\black_spot\local_DataSet_Image_000241_Black_spot(1212).jpg || train\black_spot\local_DataSet_Image_000242_Black_spot(178).jpg"
"1111111111000000100000001000000010110000100000001100000111100011","2","train","black_spot","train\black_spot\local_DataSet_Image_000243_Black_spot(100).jpg || train\black_spot\local_DataSet_Image_000244_Black_spot(982).jpg"
"1111111111000001100000000001000000000000100000001000000111100011","2","train","black_spot","train\black_spot\local_DataSet_Image_000245_Black_spot(1160).jpg || train\black_spot\local_DataSet_Image_000246_Black_spot(135).jpg"
"0111111100000001000000000000010010001110100000001000000011000011","2","train","black_spot","train\black_spot\local_DataSet_Image_000247_Black_spot(1071).jpg || train\black_spot\local_DataSet_Image_000248_Black_spot(117).jpg"
"1111111111000001100000001000000010010000100000001000000011000000","7","train","black_spot|canker","train\black_spot\local_DataSet_Image_000249_Black_spot(156).jpg || train\black_spot\local_DataSet_Image_000250_Black_spot(236).jpg || train\canker\local_DataSet_Image_001124_Canker(1068).jpg || train\canker\local_DataSet_Image_001125_Canker(881).jpg || train\canker\local_DataSet_Image_001210_Canker(1057).jpg || train\canker\local_DataSet_Image_001211_Canker(875).jpg || train\canker\local_DataSet_Image_001677_Canker(854).jpg"
"0111100001100011010110000100100011000000100000001100000111000001","2","train","black_spot","train\black_spot\local_DataSet_Image_000253_Black_spot(25).jpg || train\black_spot\local_DataSet_Image_000254_Black_spot(389).jpg"
"1110000111000000100000001000000010010000100010001101100011100001","2","train","black_spot","train\black_spot\local_DataSet_Image_000255_Black_spot(1093).jpg || train\black_spot\local_DataSet_Image_000256_Black_spot(122).jpg"
"1111111111111111110000011000000010011000100000001100000011110011","2","train","black_spot","train\black_spot\local_DataSet_Image_000257_Black_spot(1049).jpg || train\black_spot\local_DataSet_Image_000258_Black_spot(113).jpg"
"0011110000000000000010011001111010111110100111111101111100111010","2","train","black_spot","train\black_spot\local_DataSet_Image_000259_Black_spot(39).jpg || train\black_spot\local_DataSet_Image_000260_Black_spot(462).jpg"
"1111111111100001110000001000010000000000000000000000000111000011","2","train","black_spot","train\black_spot\local_DataSet_Image_000261_Black_spot(109).jpg || train\black_spot\local_DataSet_Image_000262_Black_spot(882).jpg"
"1111111111000001100000001000000010000100100000001100000111110011","3","train","black_spot","train\black_spot\local_DataSet_Image_000267_Black_spot(1127).jpg || train\black_spot\local_DataSet_Image_000268_Black_spot(128).jpg || train\black_spot\local_DataSet_Image_000651_Black_spot(1172).jpg"
"1111111111000011100000011000000010000100100000001100000111110011","2","train","black_spot","train\black_spot\local_DataSet_Image_000269_Black_spot(1209).jpg || train\black_spot\local_DataSet_Image_000270_Black_spot(145).jpg"
"1111111111100001110000001000000010010000100000001000000111000011","3","train","black_spot","train\black_spot\local_DataSet_Image_000271_Black_spot(1054).jpg || train\black_spot\local_DataSet_Image_000272_Black_spot(114).jpg || train\black_spot\local_DataSet_Image_000665_Black_spot(707).jpg"
"1111111111000000110000001000100010000000100000001000000011000011","2","train","black_spot","train\black_spot\local_DataSet_Image_000273_Black_spot(1004).jpg || train\black_spot\local_DataSet_Image_000274_Black_spot(104).jpg"
"1111111111000001100000001000011000000000100000101000001111000011","2","train","black_spot","train\black_spot\local_DataSet_Image_000275_Black_spot(1215).jpg || train\black_spot\local_DataSet_Image_000276_Black_spot(146).jpg"
"1111111111100011110000001000100010010100100010001100000011000001","2","train","black_spot","train\black_spot\local_DataSet_Image_000279_Black_spot(154).jpg || train\black_spot\local_DataSet_Image_000280_Black_spot(225).jpg"
"1111100111000000110000001000000010111000100110001100100011100001","2","train","black_spot","train\black_spot\local_DataSet_Image_000283_Black_spot(600).jpg || train\black_spot\local_DataSet_Image_000284_Black_spot(66).jpg"
"0011100001000001000000000001111010001110110111101101110101100110","2","train","black_spot","train\black_spot\local_DataSet_Image_000287_Black_spot(41).jpg || train\black_spot\local_DataSet_Image_000288_Black_spot(473).jpg"
"1111111111000011100000000000000000001100000000000100000001100011","2","train","black_spot","train\black_spot\local_DataSet_Image_000289_Black_spot(860).jpg || train\black_spot\local_DataSet_Image_000290_Black_spot(94).jpg"
"0001111000111110110011111000111110001111100000000000000100000010","2","train","black_spot","train\black_spot\local_DataSet_Image_000291_Black_spot(14).jpg || train\black_spot\local_DataSet_Image_000292_Black_spot(333).jpg"
"1111111111100111100000001000010000000100000000001000000110000011","2","train","black_spot","train\black_spot\local_DataSet_Image_000295_Black_spot(1).jpg || train\black_spot\local_DataSet_Image_000296_Black_spot(871).jpg"
"0000111001100011100000011011100011111000011100000000000001100000","2","train","black_spot","train\black_spot\local_DataSet_Image_000297_Black_spot(1157).jpg || train\black_spot\local_DataSet_Image_000298_Black_spot(177).jpg"
"1111111111000001100000000000000000000110100000001000000111000011","3","train","black_spot","train\black_spot\local_DataSet_Image_000301_Black_spot(1109).jpg || train\black_spot\local_DataSet_Image_000302_Black_spot(125).jpg || train\black_spot\local_DataSet_Image_000309_Black_spot(1104).jpg"
"1111111111000011100000011000110010001100100000001000000010000001","2","train","black_spot","train\black_spot\local_DataSet_Image_000303_Black_spot(821).jpg || train\black_spot\local_DataSet_Image_000304_Black_spot(86).jpg"
"1111111111110111110000011000000010000000100000001000000011000001","2","train","black_spot","train\black_spot\local_DataSet_Image_000305_Black_spot(158).jpg || train\black_spot\local_DataSet_Image_000306_Black_spot(901).jpg"
"1111111111100000100000001000000010010000100100001000000011000001","2","train","black_spot","train\black_spot\local_DataSet_Image_000307_Black_spot(97).jpg || train\black_spot\local_DataSet_Image_000308_Black_spot(971).jpg"
"1111000111000001100000001000000010010100100000001100000111100011","2","train","black_spot","train\black_spot\local_DataSet_Image_000311_Black_spot(1087).jpg || train\black_spot\local_DataSet_Image_000312_Black_spot(121).jpg"
"1111111111000001110000001000000010010000100000001100000111100011","2","train","black_spot","train\black_spot\local_DataSet_Image_000315_Black_spot(153).jpg || train\black_spot\local_DataSet_Image_000316_Black_spot(905).jpg"
"0111100001100001010010000001100010001100100000001000000111000001","2","train","black_spot","train\black_spot\local_DataSet_Image_000317_Black_spot(170).jpg || train\black_spot\local_DataSet_Image_000318_Black_spot(824).jpg"
"1111111111100011110000011000000010000000100000001000000111000011","4","train","black_spot|canker","train\black_spot\local_DataSet_Image_000319_Black_spot(1138).jpg || train\black_spot\local_DataSet_Image_000320_Black_spot(130).jpg || train\canker\local_DataSet_Image_001208_Canker(762).jpg || train\canker\local_DataSet_Image_001209_Canker(779).jpg"
"0000111111110001111100011111100011100000010000000100000001000001","2","train","black_spot","train\black_spot\local_DataSet_Image_000323_Black_spot(173).jpg || train\black_spot\local_DataSet_Image_000324_Black_spot(990).jpg"
"1111111111100001110000001001000010000000100000001000000011100001","2","train","black_spot","train\black_spot\local_DataSet_Image_000325_Black_spot(1027).jpg || train\black_spot\local_DataSet_Image_000326_Black_spot(108).jpg"
"0001111000000010100000111001111110111111101111110011111100111110","2","train","black_spot","train\black_spot\local_DataSet_Image_000327_Black_spot(179).jpg || train\black_spot\local_DataSet_Image_000328_Black_spot(239).jpg"
"1111011111100011110000001000000010010000100000001000000011100011","2","train","black_spot","train\black_spot\local_DataSet_Image_000329_Black_spot(151).jpg || train\black_spot\local_DataSet_Image_000330_Black_spot(214).jpg"
"0000111111100011110000001001100010111000001100000000000001000001","2","train","black_spot","train\black_spot\local_DataSet_Image_000331_Black_spot(172).jpg || train\black_spot\local_DataSet_Image_000332_Black_spot(935).jpg"
"0000111111100001110000001101000010001000010011000100000001100011","2","train","black_spot","train\black_spot\local_DataSet_Image_000333_Black_spot(611).jpg || train\black_spot\local_DataSet_Image_000334_Black_spot(69).jpg"
"1111111111100011100000010000000000000100100000101100000111110011","2","train","black_spot","train\black_spot\local_DataSet_Image_000335_Black_spot(1204).jpg || train\black_spot\local_DataSet_Image_000336_Black_spot(144).jpg"
"0111000000000011000011010000100010000101100001101100000011100011","2","train","black_spot","train\black_spot\local_DataSet_Image_000337_Black_spot(284).jpg || train\black_spot\local_DataSet_Image_000338_Black_spot(4).jpg"
"1111111111110011110000011000000010000100100000001000000010000001","2","train","black_spot","train\black_spot\local_DataSet_Image_000341_Black_spot(832).jpg || train\black_spot\local_DataSet_Image_000342_Black_spot(88).jpg"
"0011110000101110011111111011111010011110100000001100000000000000","2","train","black_spot","train\black_spot\local_DataSet_Image_000343_Black_spot(20).jpg || train\black_spot\local_DataSet_Image_000344_Black_spot(367).jpg"
"0001110000100110000010111001111100010111100111110001011100000110","2","train","black_spot","train\black_spot\local_DataSet_Image_000345_Black_spot(38).jpg || train\black_spot\local_DataSet_Image_000346_Black_spot(455).jpg"
"1111111111000011100000001000000010011000100010001100000111110011","2","train","black_spot","train\black_spot\local_DataSet_Image_000347_Black_spot(1038).jpg || train\black_spot\local_DataSet_Image_000348_Black_spot(111).jpg"
"0001110000111110011111111001111110011110101111100001110000000000","2","train","black_spot","train\black_spot\local_DataSet_Image_000349_Black_spot(17).jpg || train\black_spot\local_DataSet_Image_000350_Black_spot(351).jpg"
"1110111111000001100000001000000010010000100100001100000011100011","2","train","black_spot","train\black_spot\local_DataSet_Image_000353_Black_spot(101).jpg || train\black_spot\local_DataSet_Image_000354_Black_spot(987).jpg"
"1111111111000001100000001000000010011000100000001000000111000011","2","train","black_spot","train\black_spot\local_DataSet_Image_000357_Black_spot(79).jpg || train\black_spot\local_DataSet_Image_000358_Black_spot(960).jpg"
"1111111111100011110000011000000010000000100000001000000011000001","3","train","black_spot","train\black_spot\local_DataSet_Image_000426_Black_spot(199).jpg || train\black_spot\local_DataSet_Image_000479_Black_spot(809).jpg || train\black_spot\local_DataSet_Image_000550_Black_spot(1221).jpg"
"1111111111100001110000001000000010000000100000001000000111000011","3","train","black_spot|canker","train\black_spot\local_DataSet_Image_000447_Black_spot(1047).jpg || train\black_spot\local_DataSet_Image_000458_Black_spot(895).jpg || train\canker\aug_000286_local_DataSet_Image_000967_Canker(891).jpg"
"1111111111000001100000001000000010000000100000001100000011100001","7","train","black_spot|canker","train\black_spot\local_DataSet_Image_000462_Black_spot(937).jpg || train\canker\aug_000012_local_DataSet_Image_000863_Canker(1078).jpg || train\canker\local_DataSet_Image_000863_Canker(1078).jpg || train\canker\local_DataSet_Image_000864_Canker(1201).jpg || train\canker\local_DataSet_Image_000865_Canker(701).jpg || train\canker\local_DataSet_Image_001028_Canker(708).jpg || train\canker\local_DataSet_Image_001029_Canker(735).jpg"
"1111111111000011100000011001000010010000100000001000000011000000","2","train","black_spot|canker","train\black_spot\local_DataSet_Image_000488_Black_spot(230).jpg || train\canker\local_DataSet_Image_001599_Canker(358).jpg"
"1111111111100000110000001000000010000000100000001000000011000001","2","train|valid","black_spot|canker","train\black_spot\local_DataSet_Image_000511_Black_spot(984).jpg || valid\canker\local_DataSet_Image_000229_Canker(882).jpg"
"1111111111000001100000001000000010011000100000001100000011100011","2","train","black_spot|canker","train\black_spot\local_DataSet_Image_000554_Black_spot(1018).jpg || train\canker\local_DataSet_Image_001528_Canker(681).jpg"
"1111111111000001100000001000000010000100100000001000000111000011","2","train","black_spot|canker","train\black_spot\local_DataSet_Image_000580_Black_spot(1166).jpg || train\canker\local_DataSet_Image_001704_Canker(786).jpg"
"1111111111100001110000011000010010000100100000001000000111000011","2","train|valid","black_spot","train\black_spot\local_DataSet_Image_000604_Black_spot(814).jpg || valid\black_spot\local_DataSet_Image_000135_Black_spot(1106).jpg"
"1111111111000001100000001000000010010000100100001000000111000011","2","train","black_spot","train\black_spot\local_DataSet_Image_000707_Black_spot(922).jpg || train\black_spot\local_DataSet_Image_000730_Black_spot(1020).jpg"
"1111111111000011100000011000000000000100100000001000000011000001","3","train","black_spot","train\black_spot\local_DataSet_Image_000712_Black_spot(747).jpg || train\black_spot\local_DataSet_Image_000722_Black_spot(833).jpg || train\black_spot\local_DataSet_Image_000788_Black_spot(867).jpg"
"1111111111000001100000001000000010010000100000001100000111100111","2","train","black_spot","train\black_spot\local_DataSet_Image_000736_Black_spot(942).jpg || train\black_spot\local_DataSet_Image_000843_Black_spot(962).jpg"
"0001110000100010010100011011100011111100111110000100000000110000","2","train","black_spot","train\black_spot\local_DataSet_Image_000742_Black_spot(77).jpg || train\black_spot\local_DataSet_Image_000795_Black_spot(655).jpg"
"1111111111000001100000001000000010011000100000001000000011000001","2","train","black_spot|canker","train\black_spot\local_DataSet_Image_000796_Black_spot(952).jpg || train\canker\local_DataSet_Image_001533_Canker(959).jpg"
"1111111111000011100000001000000010010000100000001100000011100001","4","train","black_spot|canker","train\black_spot\local_DataSet_Image_000813_Black_spot(941).jpg || train\canker\aug_000441_local_DataSet_Image_001172_Canker(1070).jpg || train\canker\local_DataSet_Image_001062_Canker(657).jpg || train\canker\local_DataSet_Image_001063_Canker(672).jpg"
"1111111111000001100000001000000010000100100000001000000011001001","2","train","canker","train\canker\aug_000022_local_DataSet_Image_001339_Canker(687).jpg || train\canker\local_DataSet_Image_001242_Canker(803).jpg"
"1111111111000001100000001000000010000000100000001000000111000011","2","train|valid","canker|black_spot","train\canker\aug_000073_local_DataSet_Image_000868_Canker(801).jpg || valid\black_spot\local_DataSet_Image_000063_Black_spot(963).jpg"
"0111100001000001000000000000000010111000101110001101100111111011","3","train","canker","train\canker\aug_000079_local_DataSet_Image_001087_Canker(1241).jpg || train\canker\local_DataSet_Image_001086_Canker(1097).jpg || train\canker\local_DataSet_Image_001087_Canker(1241).jpg"
"0000111111000011100000011000000010000000000000000100000101100011","2","train","canker","train\canker\aug_000126_local_DataSet_Image_001313_Canker(948).jpg || train\canker\local_DataSet_Image_001313_Canker(948).jpg"
"0000111111100011110001111000111110001110000000000000000001000001","2","train","canker","train\canker\aug_000148_local_DataSet_Image_001418_Canker(92).jpg || train\canker\local_DataSet_Image_001418_Canker(92).jpg"
"1111111111000000100000001001000010000000100000001000000111000011","2","train|valid","canker","train\canker\aug_000182_local_DataSet_Image_001142_Canker(12).jpg || valid\canker\local_DataSet_Image_000270_Canker(435).jpg"
"0001110000111110010000111000000110000001110000010100001100111110","2","train","canker","train\canker\aug_000187_local_DataSet_Image_001207_Canker(462).jpg || train\canker\aug_000352_local_DataSet_Image_001207_Canker(462).jpg"
"0000111111100111110000011000000010001110000000000000000101000001","3","train","canker","train\canker\aug_000338_local_DataSet_Image_001193_Canker(518).jpg || train\canker\local_DataSet_Image_001192_Canker(383).jpg || train\canker\local_DataSet_Image_001193_Canker(518).jpg"
"1111111111000001100000001001000010000000100010001000000011000001","2","train","canker","train\canker\aug_000339_local_DataSet_Image_001735_Canker(280).jpg || train\canker\local_DataSet_Image_001735_Canker(280).jpg"
"1111111111100001110000001000000010000000100100001000000111100011","2","train","canker","train\canker\aug_000413_local_DataSet_Image_000986_Canker(133).jpg || train\canker\local_DataSet_Image_001363_Canker(671).jpg"
"0000111001100011110000001001000010111000001110000101000001000001","2","train","canker","train\canker\aug_000428_local_DataSet_Image_001604_Canker(185).jpg || train\canker\local_DataSet_Image_001604_Canker(185).jpg"
"0000111001100001110000011000100010011000010110000100000001110011","2","train","canker","train\canker\aug_000458_local_DataSet_Image_001450_Canker(1167).jpg || train\canker\local_DataSet_Image_001450_Canker(1167).jpg"
"1111111111111111110000011100000011000000110000001110000111111111","2","train|valid","canker","train\canker\aug_000462_local_DataSet_Image_001314_Canker(759).jpg || valid\canker\local_DataSet_Image_000357_Canker(642).jpg"
"1111111111100001110000001000000010001000100010001000000011000000","2","train","canker","train\canker\aug_000492_local_DataSet_Image_001496_Canker(914).jpg || train\canker\local_DataSet_Image_001625_Canker(1094).jpg"
"1111111111110111110000011000000110000001100000011100001111111111","2","train|valid","canker","train\canker\aug_000499_local_DataSet_Image_001167_Canker(900).jpg || valid\canker\local_DataSet_Image_000257_Canker(837).jpg"
