"Rel","Split","Class","Ext","Bytes","Readable","W","H","Pix","Mean","Std"
"train\canker\aug_000284_local_DataSet_Image_001505_Canker(197).jpg","train","canker",".jpg","56685","True","224","224","Format24bppRgb","128,91","61,65"
"train\canker\aug_000285_local_DataSet_Image_001111_Canker(527).jpg","train","canker",".jpg","60749","True","224","224","Format24bppRgb","127,52","59,11"
"train\canker\aug_000286_local_DataSet_Image_000967_Canker(891).jpg","train","canker",".jpg","14143","True","224","224","Format24bppRgb","66,87","51,17"
"train\canker\aug_000287_local_DataSet_Image_001576_Canker(719).jpg","train","canker",".jpg","13174","True","224","224","Format24bppRgb","101,7","77,32"
"train\canker\aug_000288_local_DataSet_Image_001654_Canker(564).jpg","train","canker",".jpg","28138","True","224","224","Format24bppRgb","76,61","53,19"
"train\canker\aug_000289_local_DataSet_Image_001171_Canker(791).jpg","train","canker",".jpg","60495","True","224","224","Format24bppRgb","88,45","60,26"
"train\canker\aug_000290_local_DataSet_Image_001733_Canker(629).jpg","train","canker",".jpg","14521","True","224","224","Format24bppRgb","150,22","72,83"
"train\canker\aug_000291_local_DataSet_Image_001563_Canker(596).jpg","train","canker",".jpg","16110","True","224","224","Format24bppRgb","75,97","50,03"
"train\canker\aug_000292_local_DataSet_Image_001477_Canker(293).jpg","train","canker",".jpg","59190","True","224","224","Format24bppRgb","67,95","53,67"
"train\canker\aug_000293_local_DataSet_Image_001687_Canker(883).jpg","train","canker",".jpg","57349","True","224","224","Format24bppRgb","128,08","66,23"
"train\canker\aug_000294_local_DataSet_Image_000986_Canker(133).jpg","train","canker",".jpg","18232","True","224","224","Format24bppRgb","112,98","62,29"
"train\canker\aug_000295_local_DataSet_Image_001678_Canker(373).jpg","train","canker",".jpg","15848","True","224","224","Format24bppRgb","75,99","49,9"
"train\canker\aug_000296_local_DataSet_Image_001442_Canker(611).jpg","train","canker",".jpg","13767","True","224","224","Format24bppRgb","126,5","86,45"
"train\canker\aug_000297_local_DataSet_Image_001664_Canker(704).jpg","train","canker",".jpg","14089","True","224","224","Format24bppRgb","65,86","54,59"
"train\canker\aug_000298_local_DataSet_Image_000905_Canker(1246).jpg","train","canker",".jpg","14999","True","224","224","Format24bppRgb","65,61","63,05"
"train\canker\aug_000299_local_DataSet_Image_001218_Canker(71).jpg","train","canker",".jpg","54299","True","224","224","Format24bppRgb","80,19","57,87"
"train\canker\aug_000300_local_DataSet_Image_001408_Canker(638).jpg","train","canker",".jpg","13060","True","224","224","Format24bppRgb","60,79","69,76"
"train\canker\aug_000301_local_DataSet_Image_001301_Canker(616).jpg","train","canker",".jpg","15973","True","224","224","Format24bppRgb","116,02","69,17"
"train\canker\aug_000302_local_DataSet_Image_001540_Canker(745).jpg","train","canker",".jpg","13942","True","224","224","Format24bppRgb","63,14","52,61"
"train\canker\aug_000303_local_DataSet_Image_001242_Canker(803).jpg","train","canker",".jpg","57906","True","224","224","Format24bppRgb","169,2","53,39"
"train\canker\aug_000304_local_DataSet_Image_000933_Canker(1235).jpg","train","canker",".jpg","59829","True","224","224","Format24bppRgb","98,76","64,39"
"train\canker\aug_000305_local_DataSet_Image_001381_Canker(1040).jpg","train","canker",".jpg","16495","True","224","224","Format24bppRgb","84,33","44,65"
"train\canker\aug_000306_local_DataSet_Image_001526_Canker(1218).jpg","train","canker",".jpg","15183","True","224","224","Format24bppRgb","100,75","81,89"
"train\canker\aug_000307_local_DataSet_Image_001212_Canker(1160).jpg","train","canker",".jpg","49881","True","224","224","Format24bppRgb","61,53","53,56"
"train\canker\aug_000308_local_DataSet_Image_000875_Canker(850).jpg","train","canker",".jpg","14426","True","224","224","Format24bppRgb","81,13","62,86"
"train\canker\aug_000309_local_DataSet_Image_001732_Canker(845).jpg","train","canker",".jpg","12615","True","224","224","Format24bppRgb","63,23","55,72"
"train\canker\aug_000310_local_DataSet_Image_001293_Canker(965).jpg","train","canker",".jpg","14141","True","224","224","Format24bppRgb","152,1","74,08"
"train\canker\aug_000311_local_DataSet_Image_001705_Canker(952).jpg","train","canker",".jpg","16171","True","224","224","Format24bppRgb","141,41","84,04"
"train\canker\aug_000312_local_DataSet_Image_001364_Canker(301).jpg","train","canker",".jpg","17480","True","224","224","Format24bppRgb","130,71","63,85"
"train\canker\aug_000313_local_DataSet_Image_000971_Canker(494).jpg","train","canker",".jpg","16931","True","224","224","Format24bppRgb","111,75","48,59"
"train\canker\aug_000314_local_DataSet_Image_001306_Canker(751).jpg","train","canker",".jpg","14590","True","224","224","Format24bppRgb","67,12","53,19"
"train\canker\aug_000315_local_DataSet_Image_001233_Canker(860).jpg","train","canker",".jpg","56165","True","224","224","Format24bppRgb","81,64","61,64"
"train\canker\aug_000316_local_DataSet_Image_001513_Canker(1215).jpg","train","canker",".jpg","49517","True","224","224","Format24bppRgb","61,85","51,45"
"train\canker\aug_000317_local_DataSet_Image_001711_Canker(840).jpg","train","canker",".jpg","59672","True","224","224","Format24bppRgb","116,69","60,83"
"train\canker\aug_000318_local_DataSet_Image_001333_Canker(240).jpg","train","canker",".jpg","17373","True","224","224","Format24bppRgb","159,08","54,61"
"train\canker\aug_000319_local_DataSet_Image_001587_Canker(705).jpg","train","canker",".jpg","15213","True","224","224","Format24bppRgb","93,53","56,52"
"train\canker\aug_000320_local_DataSet_Image_001019_Canker(639).jpg","train","canker",".jpg","58211","True","224","224","Format24bppRgb","143,79","62,86"
"train\canker\aug_000321_local_DataSet_Image_001308_Canker(178).jpg","train","canker",".jpg","56561","True","224","224","Format24bppRgb","151,48","56,42"
"train\canker\aug_000322_local_DataSet_Image_001043_Canker(515).jpg","train","canker",".jpg","17081","True","224","224","Format24bppRgb","123,96","48,3"
"train\canker\aug_000323_local_DataSet_Image_001614_Canker(1036).jpg","train","canker",".jpg","16684","True","224","224","Format24bppRgb","79,07","47,48"
"train\canker\aug_000324_local_DataSet_Image_001397_Canker(961).jpg","train","canker",".jpg","61589","True","224","224","Format24bppRgb","107,03","62,32"
"train\canker\aug_000325_local_DataSet_Image_001529_Canker(190).jpg","train","canker",".jpg","17008","True","224","224","Format24bppRgb","85,62","50,77"
"train\canker\aug_000326_local_DataSet_Image_001139_Canker(824).jpg","train","canker",".jpg","52873","True","224","224","Format24bppRgb","69","60,04"
"train\canker\aug_000327_local_DataSet_Image_001493_Canker(660).jpg","train","canker",".jpg","60991","True","224","224","Format24bppRgb","105,89","65,46"
"train\canker\aug_000328_local_DataSet_Image_001690_Canker(1096).jpg","train","canker",".jpg","52518","True","224","224","Format24bppRgb","84,02","47,09"
"train\canker\aug_000329_local_DataSet_Image_001414_Canker(810).jpg","train","canker",".jpg","18180","True","224","224","Format24bppRgb","107,3","63,4"
"train\canker\aug_000330_local_DataSet_Image_001656_Canker(922).jpg","train","canker",".jpg","59965","True","224","224","Format24bppRgb","108,75","56,9"
"train\canker\aug_000331_local_DataSet_Image_001358_Canker(985).jpg","train","canker",".jpg","56003","True","224","224","Format24bppRgb","87,68","57,44"
"train\canker\aug_000332_local_DataSet_Image_001339_Canker(687).jpg","train","canker",".jpg","52328","True","224","224","Format24bppRgb","157,6","52,71"
"train\canker\aug_000333_local_DataSet_Image_001309_Canker(798).jpg","train","canker",".jpg","13213","True","224","224","Format24bppRgb","96,17","66,72"
"train\canker\aug_000334_local_DataSet_Image_001708_Canker(661).jpg","train","canker",".jpg","61118","True","224","224","Format24bppRgb","119,21","61,36"
"train\canker\aug_000335_local_DataSet_Image_001611_Canker(1149).jpg","train","canker",".jpg","52011","True","224","224","Format24bppRgb","82,89","55,17"
"train\canker\aug_000336_local_DataSet_Image_001469_Canker(886).jpg","train","canker",".jpg","12502","True","224","224","Format24bppRgb","50,67","43,55"
"train\canker\aug_000337_local_DataSet_Image_001137_Canker(492).jpg","train","canker",".jpg","19720","True","224","224","Format24bppRgb","132,96","57,46"
"train\canker\aug_000338_local_DataSet_Image_001193_Canker(518).jpg","train","canker",".jpg","17685","True","224","224","Format24bppRgb","114,14","59,19"
"train\canker\aug_000339_local_DataSet_Image_001735_Canker(280).jpg","train","canker",".jpg","18180","True","224","224","Format24bppRgb","127,23","53,97"
"train\canker\aug_000340_local_DataSet_Image_001114_Canker(155).jpg","train","canker",".jpg","10597","True","224","224","Format24bppRgb","20,8","23,87"
"train\canker\aug_000341_local_DataSet_Image_001713_Canker(800).jpg","train","canker",".jpg","12296","True","224","224","Format24bppRgb","56,9","37,74"
"train\canker\aug_000342_local_DataSet_Image_000951_Canker(525).jpg","train","canker",".jpg","20445","True","224","224","Format24bppRgb","111,78","64,34"
"train\canker\aug_000343_local_DataSet_Image_001148_Canker(1214).jpg","train","canker",".jpg","49785","True","224","224","Format24bppRgb","57","50,33"
"train\canker\aug_000344_local_DataSet_Image_001324_Canker(1018).jpg","train","canker",".jpg","16690","True","224","224","Format24bppRgb","49,04","50,81"
"train\canker\aug_000345_local_DataSet_Image_001112_Canker(1202).jpg","train","canker",".jpg","6562","True","224","224","Format24bppRgb","12,68","23,39"
"train\canker\aug_000346_local_DataSet_Image_001631_Canker(53).jpg","train","canker",".jpg","55668","True","224","224","Format24bppRgb","104,05","63,36"
"train\canker\aug_000347_local_DataSet_Image_001338_Canker(909).jpg","train","canker",".jpg","60918","True","224","224","Format24bppRgb","107,26","65,6"
"train\canker\aug_000348_local_DataSet_Image_001446_Canker(312).jpg","train","canker",".jpg","54489","True","224","224","Format24bppRgb","164,96","52,56"
"train\canker\aug_000349_local_DataSet_Image_001487_Canker(866).jpg","train","canker",".jpg","15014","True","224","224","Format24bppRgb","77,76","43,2"
"train\canker\aug_000350_local_DataSet_Image_001547_Canker(563).jpg","train","canker",".jpg","61658","True","224","224","Format24bppRgb","91,13","58,29"
"train\canker\aug_000351_local_DataSet_Image_001251_Canker(930).jpg","train","canker",".jpg","15704","True","224","224","Format24bppRgb","67,6","56,74"
"train\canker\aug_000352_local_DataSet_Image_001207_Canker(462).jpg","train","canker",".jpg","16802","True","224","224","Format24bppRgb","135,39","92,77"
"train\canker\aug_000353_local_DataSet_Image_000892_Canker(150).jpg","train","canker",".jpg","15438","True","224","224","Format24bppRgb","86,95","51,16"
"train\canker\aug_000354_local_DataSet_Image_001369_Canker(743).jpg","train","canker",".jpg","50204","True","224","224","Format24bppRgb","79,38","58,43"
"train\canker\aug_000355_local_DataSet_Image_001734_Canker(1171).jpg","train","canker",".jpg","16226","True","224","224","Format24bppRgb","45,31","46,03"
"train\canker\aug_000356_local_DataSet_Image_001195_Canker(546).jpg","train","canker",".jpg","14843","True","224","224","Format24bppRgb","174,08","47,82"
"train\canker\aug_000357_local_DataSet_Image_001049_Canker(684).jpg","train","canker",".jpg","14809","True","224","224","Format24bppRgb","186,18","50,64"
"train\canker\aug_000358_local_DataSet_Image_001362_Canker(943).jpg","train","canker",".jpg","16544","True","224","224","Format24bppRgb","66,42","57,94"
"train\canker\aug_000359_local_DataSet_Image_001080_Canker(199).jpg","train","canker",".jpg","16262","True","224","224","Format24bppRgb","92,51","56,75"
"train\canker\aug_000360_local_DataSet_Image_001226_Canker(574).jpg","train","canker",".jpg","25559","True","224","224","Format24bppRgb","30,82","40,67"
"train\canker\aug_000361_local_DataSet_Image_001679_Canker(322).jpg","train","canker",".jpg","13964","True","224","224","Format24bppRgb","43,56","31,65"
"train\canker\aug_000362_local_DataSet_Image_001127_Canker(460).jpg","train","canker",".jpg","47904","True","224","224","Format24bppRgb","56,76","50,53"
"train\canker\aug_000363_local_DataSet_Image_001211_Canker(875).jpg","train","canker",".jpg","59052","True","224","224","Format24bppRgb","95,29","57,49"
"train\canker\aug_000364_local_DataSet_Image_001149_Canker(602).jpg","train","canker",".jpg","12256","True","224","224","Format24bppRgb","167,11","56,82"
"train\canker\aug_000365_local_DataSet_Image_001473_Canker(417).jpg","train","canker",".jpg","57991","True","224","224","Format24bppRgb","99,21","64,93"
"train\canker\aug_000366_local_DataSet_Image_001581_Canker(415).jpg","train","canker",".jpg","50450","True","224","224","Format24bppRgb","48,24","39,09"
"train\canker\aug_000367_local_DataSet_Image_001145_Canker(634).jpg","train","canker",".jpg","57630","True","224","224","Format24bppRgb","102,08","61,02"
"train\canker\aug_000368_local_DataSet_Image_001432_Canker(763).jpg","train","canker",".jpg","53068","True","224","224","Format24bppRgb","49,93","41"
"train\canker\aug_000369_local_DataSet_Image_000873_Canker(447).jpg","train","canker",".jpg","15072","True","224","224","Format24bppRgb","198,87","40,39"
"train\canker\aug_000370_local_DataSet_Image_001392_Canker(220).jpg","train","canker",".jpg","17633","True","224","224","Format24bppRgb","95,87","49,42"
"train\canker\aug_000371_local_DataSet_Image_001058_Canker(823).jpg","train","canker",".jpg","14569","True","224","224","Format24bppRgb","60,57","59,1"
"train\canker\aug_000372_local_DataSet_Image_000950_Canker(410).jpg","train","canker",".jpg","19777","True","224","224","Format24bppRgb","108,49","58,75"
"train\canker\aug_000373_local_DataSet_Image_001110_Canker(421).jpg","train","canker",".jpg","16170","True","224","224","Format24bppRgb","125,94","43,75"
"train\canker\aug_000374_local_DataSet_Image_001600_Canker(284).jpg","train","canker",".jpg","54250","True","224","224","Format24bppRgb","47,53","40,64"
"train\canker\aug_000375_local_DataSet_Image_001279_Canker(407).jpg","train","canker",".jpg","13557","True","224","224","Format24bppRgb","86,57","62,8"
"train\canker\aug_000376_local_DataSet_Image_001363_Canker(671).jpg","train","canker",".jpg","52788","True","224","224","Format24bppRgb","155,6","58,79"
"train\canker\aug_000377_local_DataSet_Image_001431_Canker(940).jpg","train","canker",".jpg","16127","True","224","224","Format24bppRgb","72,01","62,79"
"train\canker\aug_000378_local_DataSet_Image_001639_Canker(1034).jpg","train","canker",".jpg","13550","True","224","224","Format24bppRgb","84,04","45,66"
"train\canker\aug_000379_local_DataSet_Image_001109_Canker(653).jpg","train","canker",".jpg","57907","True","224","224","Format24bppRgb","115,46","62,28"
"train\canker\aug_000380_local_DataSet_Image_001570_Canker(4).jpg","train","canker",".jpg","56322","True","224","224","Format24bppRgb","163,74","53,48"
"train\canker\aug_000381_local_DataSet_Image_001350_Canker(986).jpg","train","canker",".jpg","16660","True","224","224","Format24bppRgb","90,86","39,74"
"train\canker\aug_000382_local_DataSet_Image_001524_Canker(971).jpg","train","canker",".jpg","15280","True","224","224","Format24bppRgb","87,63","65,83"
"train\canker\aug_000383_local_DataSet_Image_001591_Canker(991).jpg","train","canker",".jpg","57767","True","224","224","Format24bppRgb","127,76","70,41"
"train\canker\aug_000384_local_DataSet_Image_001365_Canker(1120).jpg","train","canker",".jpg","57276","True","224","224","Format24bppRgb","154,08","53,86"
"train\canker\aug_000385_local_DataSet_Image_001321_Canker(364).jpg","train","canker",".jpg","14480","True","224","224","Format24bppRgb","62,63","46,32"
"train\canker\aug_000386_local_DataSet_Image_001674_Canker(797).jpg","train","canker",".jpg","14410","True","224","224","Format24bppRgb","92,37","61,71"
"train\canker\aug_000387_local_DataSet_Image_000880_Canker(1136).jpg","train","canker",".jpg","16111","True","224","224","Format24bppRgb","155,87","48,96"
"train\canker\aug_000388_local_DataSet_Image_000958_Canker(305).jpg","train","canker",".jpg","15995","True","224","224","Format24bppRgb","66,24","41,77"
"train\canker\aug_000389_local_DataSet_Image_001164_Canker(1116).jpg","train","canker",".jpg","48571","True","224","224","Format24bppRgb","76,5","64,37"
"train\canker\aug_000390_local_DataSet_Image_001089_Canker(51).jpg","train","canker",".jpg","13333","True","224","224","Format24bppRgb","123,45","34,48"
"train\canker\aug_000391_local_DataSet_Image_001277_Canker(617).jpg","train","canker",".jpg","14061","True","224","224","Format24bppRgb","189,04","74,93"
"train\canker\aug_000392_local_DataSet_Image_001571_Canker(106).jpg","train","canker",".jpg","14809","True","224","224","Format24bppRgb","75,99","60"
"train\canker\aug_000393_local_DataSet_Image_001112_Canker(1202).jpg","train","canker",".jpg","14589","True","224","224","Format24bppRgb","70,7","65,67"
"train\canker\aug_000394_local_DataSet_Image_001176_Canker(1148).jpg","train","canker",".jpg","50623","True","224","224","Format24bppRgb","41,84","36,57"
"train\canker\aug_000395_local_DataSet_Image_001542_Canker(938).jpg","train","canker",".jpg","13085","True","224","224","Format24bppRgb","21,2","43,47"
"train\canker\aug_000396_local_DataSet_Image_001458_Canker(256).jpg","train","canker",".jpg","51768","True","224","224","Format24bppRgb","86,42","56,89"
"train\canker\aug_000397_local_DataSet_Image_001240_Canker(148).jpg","train","canker",".jpg","14893","True","224","224","Format24bppRgb","146,58","73,45"
"train\canker\aug_000398_local_DataSet_Image_001347_Canker(434).jpg","train","canker",".jpg","51628","True","224","224","Format24bppRgb","71,37","52"
"train\canker\aug_000399_local_DataSet_Image_001429_Canker(431).jpg","train","canker",".jpg","58923","True","224","224","Format24bppRgb","89,38","57,58"
"train\canker\aug_000400_local_DataSet_Image_001406_Canker(621).jpg","train","canker",".jpg","31164","True","224","224","Format24bppRgb","128,56","49,55"
"train\canker\aug_000401_local_DataSet_Image_001215_Canker(465).jpg","train","canker",".jpg","16334","True","224","224","Format24bppRgb","84,99","62,7"
"train\canker\aug_000402_local_DataSet_Image_001298_Canker(1130).jpg","train","canker",".jpg","55611","True","224","224","Format24bppRgb","154,14","55,7"
"train\canker\aug_000403_local_DataSet_Image_001626_Canker(1005).jpg","train","canker",".jpg","52224","True","224","224","Format24bppRgb","78,02","48,93"
"train\canker\aug_000404_local_DataSet_Image_001426_Canker(775).jpg","train","canker",".jpg","15613","True","224","224","Format24bppRgb","111,15","54,24"
"train\canker\aug_000405_local_DataSet_Image_001201_Canker(457).jpg","train","canker",".jpg","15666","True","224","224","Format24bppRgb","69,32","51,59"
"train\canker\aug_000406_local_DataSet_Image_001223_Canker(1095).jpg","train","canker",".jpg","58001","True","224","224","Format24bppRgb","130,08","64,32"
"train\canker\aug_000407_local_DataSet_Image_001582_Canker(276).jpg","train","canker",".jpg","56709","True","224","224","Format24bppRgb","49,49","43,68"
"train\canker\aug_000408_local_DataSet_Image_001327_Canker(49).jpg","train","canker",".jpg","57406","True","224","224","Format24bppRgb","102,1","60,79"
"train\canker\aug_000409_local_DataSet_Image_001140_Canker(1085).jpg","train","canker",".jpg","17722","True","224","224","Format24bppRgb","95,49","79,24"
"train\canker\aug_000410_local_DataSet_Image_001176_Canker(1148).jpg","train","canker",".jpg","20290","True","224","224","Format24bppRgb","124,83","53,06"
"train\canker\aug_000411_local_DataSet_Image_001120_Canker(703).jpg","train","canker",".jpg","17882","True","224","224","Format24bppRgb","146,85","58,05"
"train\canker\aug_000412_local_DataSet_Image_001099_Canker(1239).jpg","train","canker",".jpg","56660","True","224","224","Format24bppRgb","114,45","62,19"
"train\canker\aug_000413_local_DataSet_Image_000986_Canker(133).jpg","train","canker",".jpg","18419","True","224","224","Format24bppRgb","107,42","63,04"
"train\canker\aug_000414_local_DataSet_Image_001601_Canker(808).jpg","train","canker",".jpg","12456","True","224","224","Format24bppRgb","32,24","33,53"
"train\canker\aug_000415_local_DataSet_Image_001060_Canker(1165).jpg","train","canker",".jpg","15275","True","224","224","Format24bppRgb","56,55","65,08"
"train\canker\aug_000416_local_DataSet_Image_001186_Canker(216).jpg","train","canker",".jpg","13233","True","224","224","Format24bppRgb","145,16","57,55"
"train\canker\aug_000417_local_DataSet_Image_000985_Canker(511).jpg","train","canker",".jpg","16997","True","224","224","Format24bppRgb","121,85","56,96"
"train\canker\aug_000418_local_DataSet_Image_001623_Canker(445).jpg","train","canker",".jpg","57606","True","224","224","Format24bppRgb","65,93","51,74"
"train\canker\aug_000419_local_DataSet_Image_001411_Canker(1159).jpg","train","canker",".jpg","51616","True","224","224","Format24bppRgb","70,58","51,56"
"train\canker\aug_000420_local_DataSet_Image_001643_Canker(817).jpg","train","canker",".jpg","15296","True","224","224","Format24bppRgb","91,27","60,2"
"train\canker\aug_000421_local_DataSet_Image_001569_Canker(1144).jpg","train","canker",".jpg","15924","True","224","224","Format24bppRgb","117,67","60,28"
"train\canker\aug_000422_local_DataSet_Image_001052_Canker(770).jpg","train","canker",".jpg","61762","True","224","224","Format24bppRgb","103,93","63,78"
"train\canker\aug_000423_local_DataSet_Image_001059_Canker(890).jpg","train","canker",".jpg","13045","True","224","224","Format24bppRgb","97,46","73,22"
"train\canker\aug_000424_local_DataSet_Image_001084_Canker(1141).jpg","train","canker",".jpg","19658","True","224","224","Format24bppRgb","62,37","51,34"
"train\canker\aug_000425_local_DataSet_Image_001619_Canker(19).jpg","train","canker",".jpg","61084","True","224","224","Format24bppRgb","101,83","62,93"
"train\canker\aug_000426_local_DataSet_Image_001358_Canker(985).jpg","train","canker",".jpg","15999","True","224","224","Format24bppRgb","112,33","41,87"
"train\canker\aug_000427_local_DataSet_Image_001146_Canker(783).jpg","train","canker",".jpg","13348","True","224","224","Format24bppRgb","74,96","61"
"train\canker\aug_000428_local_DataSet_Image_001604_Canker(185).jpg","train","canker",".jpg","17995","True","224","224","Format24bppRgb","93,22","60,98"
"train\canker\aug_000429_local_DataSet_Image_001466_Canker(325).jpg","train","canker",".jpg","10369","True","224","224","Format24bppRgb","17,4","22,91"
"train\canker\aug_000430_local_DataSet_Image_001641_Canker(1219).jpg","train","canker",".jpg","59182","True","224","224","Format24bppRgb","80,91","63,89"
"train\canker\aug_000431_local_DataSet_Image_001400_Canker(54).jpg","train","canker",".jpg","10422","True","224","224","Format24bppRgb","33,5","38,48"
"train\canker\aug_000432_local_DataSet_Image_001474_Canker(149).jpg","train","canker",".jpg","11900","True","224","224","Format24bppRgb","61,57","35,51"
"train\canker\aug_000433_local_DataSet_Image_001152_Canker(194).jpg","train","canker",".jpg","17783","True","224","224","Format24bppRgb","86,64","67,91"
"train\canker\aug_000434_local_DataSet_Image_000965_Canker(990).jpg","train","canker",".jpg","15901","True","224","224","Format24bppRgb","105,28","65,76"
"train\canker\aug_000435_local_DataSet_Image_001715_Canker(129).jpg","train","canker",".jpg","59586","True","224","224","Format24bppRgb","118,88","63,1"
"train\canker\aug_000436_local_DataSet_Image_001061_Canker(463).jpg","train","canker",".jpg","50443","True","224","224","Format24bppRgb","51,4","45,02"
"train\canker\aug_000437_local_DataSet_Image_001166_Canker(1113).jpg","train","canker",".jpg","15010","True","224","224","Format24bppRgb","109,45","67,48"
"train\canker\aug_000438_local_DataSet_Image_001095_Canker(466).jpg","train","canker",".jpg","55988","True","224","224","Format24bppRgb","89,01","59,31"
"train\canker\aug_000439_local_DataSet_Image_001232_Canker(389).jpg","train","canker",".jpg","14849","True","224","224","Format24bppRgb","142,6","37,13"
"train\canker\aug_000440_local_DataSet_Image_001046_Canker(591).jpg","train","canker",".jpg","57096","True","224","224","Format24bppRgb","134,85","61,9"
"train\canker\aug_000441_local_DataSet_Image_001172_Canker(1070).jpg","train","canker",".jpg","16355","True","224","224","Format24bppRgb","165,74","54,74"
"train\canker\aug_000442_local_DataSet_Image_000877_Canker(461).jpg","train","canker",".jpg","17200","True","224","224","Format24bppRgb","116,71","54,81"
"train\canker\aug_000443_local_DataSet_Image_001588_Canker(601).jpg","train","canker",".jpg","13122","True","224","224","Format24bppRgb","84,62","24,78"
"train\canker\aug_000444_local_DataSet_Image_001409_Canker(544).jpg","train","canker",".jpg","24598","True","224","224","Format24bppRgb","118,82","66,75"
"train\canker\aug_000445_local_DataSet_Image_000992_Canker(831).jpg","train","canker",".jpg","12930","True","224","224","Format24bppRgb","154,92","64,88"
"train\canker\aug_000446_local_DataSet_Image_001143_Canker(533).jpg","train","canker",".jpg","12371","True","224","224","Format24bppRgb","29,93","36,07"
"train\canker\aug_000447_local_DataSet_Image_000909_Canker(473).jpg","train","canker",".jpg","13970","True","224","224","Format24bppRgb","112,99","60,75"
"train\canker\aug_000448_local_DataSet_Image_000918_Canker(239).jpg","train","canker",".jpg","46351","True","224","224","Format24bppRgb","38,68","33,79"
"train\canker\aug_000449_local_DataSet_Image_001429_Canker(431).jpg","train","canker",".jpg","52343","True","224","224","Format24bppRgb","54,81","48,31"
"train\canker\aug_000450_local_DataSet_Image_001162_Canker(394).jpg","train","canker",".jpg","52242","True","224","224","Format24bppRgb","133,07","73,28"
"train\canker\aug_000451_local_DataSet_Image_001577_Canker(2).jpg","train","canker",".jpg","5851","True","224","224","Format24bppRgb","12,82","20,52"
"train\canker\aug_000452_local_DataSet_Image_000992_Canker(831).jpg","train","canker",".jpg","13466","True","224","224","Format24bppRgb","49,51","65,7"
"train\canker\aug_000453_local_DataSet_Image_001516_Canker(36).jpg","train","canker",".jpg","55952","True","224","224","Format24bppRgb","105,42","55,25"
"train\canker\aug_000454_local_DataSet_Image_001633_Canker(159).jpg","train","canker",".jpg","17378","True","224","224","Format24bppRgb","100,08","57,61"
"train\canker\aug_000455_local_DataSet_Image_001365_Canker(1120).jpg","train","canker",".jpg","16146","True","224","224","Format24bppRgb","75,06","55,29"
"train\canker\aug_000456_local_DataSet_Image_000968_Canker(690).jpg","train","canker",".jpg","59219","True","224","224","Format24bppRgb","95,77","65,04"
"train\canker\aug_000457_local_DataSet_Image_000875_Canker(850).jpg","train","canker",".jpg","59945","True","224","224","Format24bppRgb","159,24","61,49"
"train\canker\aug_000458_local_DataSet_Image_001450_Canker(1167).jpg","train","canker",".jpg","16872","True","224","224","Format24bppRgb","67,06","59,83"
"train\canker\aug_000459_local_DataSet_Image_001154_Canker(1109).jpg","train","canker",".jpg","61562","True","224","224","Format24bppRgb","109,69","66,68"
"train\canker\aug_000460_local_DataSet_Image_001343_Canker(15).jpg","train","canker",".jpg","49147","True","224","224","Format24bppRgb","36,25","31,95"
"train\canker\aug_000461_local_DataSet_Image_001353_Canker(265).jpg","train","canker",".jpg","20697","True","224","224","Format24bppRgb","94,45","56,73"
"train\canker\aug_000462_local_DataSet_Image_001314_Canker(759).jpg","train","canker",".jpg","11994","True","224","224","Format24bppRgb","179,03","75,77"
"train\canker\aug_000463_local_DataSet_Image_001211_Canker(875).jpg","train","canker",".jpg","60094","True","224","224","Format24bppRgb","110,81","63,01"
"train\canker\aug_000464_local_DataSet_Image_001051_Canker(476).jpg","train","canker",".jpg","15699","True","224","224","Format24bppRgb","51,35","49,71"
"train\canker\aug_000465_local_DataSet_Image_000915_Canker(528).jpg","train","canker",".jpg","56183","True","224","224","Format24bppRgb","50,53","42,2"
"train\canker\aug_000466_local_DataSet_Image_001121_Canker(713).jpg","train","canker",".jpg","60202","True","224","224","Format24bppRgb","77,31","53,26"
"train\canker\aug_000467_local_DataSet_Image_001352_Canker(583).jpg","train","canker",".jpg","17035","True","224","224","Format24bppRgb","149,6","26,72"
"train\canker\aug_000468_local_DataSet_Image_000979_Canker(508).jpg","train","canker",".jpg","51893","True","224","224","Format24bppRgb","91,26","61,75"
"train\canker\aug_000469_local_DataSet_Image_001704_Canker(786).jpg","train","canker",".jpg","15351","True","224","224","Format24bppRgb","105,68","64,57"
"train\canker\aug_000470_local_DataSet_Image_000929_Canker(813).jpg","train","canker",".jpg","15125","True","224","224","Format24bppRgb","77,28","55,73"
"train\canker\aug_000471_local_DataSet_Image_001273_Canker(1037).jpg","train","canker",".jpg","17895","True","224","224","Format24bppRgb","98,53","60,48"
"train\canker\aug_000472_local_DataSet_Image_001366_Canker(317).jpg","train","canker",".jpg","15826","True","224","224","Format24bppRgb","76,91","50,45"
"train\canker\aug_000473_local_DataSet_Image_000938_Canker(1001).jpg","train","canker",".jpg","51768","True","224","224","Format24bppRgb","148,5","56,78"
"train\canker\aug_000474_local_DataSet_Image_001453_Canker(30).jpg","train","canker",".jpg","15329","True","224","224","Format24bppRgb","104,13","59,14"
"train\canker\aug_000475_local_DataSet_Image_001507_Canker(820).jpg","train","canker",".jpg","15394","True","224","224","Format24bppRgb","104,98","64,2"
"train\canker\aug_000476_local_DataSet_Image_001565_Canker(48).jpg","train","canker",".jpg","57447","True","224","224","Format24bppRgb","62,16","45,35"
