"AHash","Rel","Split","Class","Base"
"0000000001100111011000000010000001110000000000000111111101111111","train\black_spot\aug_000538_local_DataSet_Image_000340_Black_spot(116).jpg","train","black_spot","local_DataSet_Image_000340_Black_spot(116)"
"1111111111100001000000000000110111001100110111011001000110001011","train\black_spot\aug_000539_local_DataSet_Image_000801_Black_spot(1064).jpg","train","black_spot","local_DataSet_Image_000801_Black_spot(1064)"
"0111100001100011011010110011101011001010100000001000000011000000","train\black_spot\aug_000540_local_DataSet_Image_000421_Black_spot(408).jpg","train","black_spot","local_DataSet_Image_000421_Black_spot(408)"
"1111111111100011100000001000100000010100100000001110100111101011","train\black_spot\aug_000541_local_DataSet_Image_000821_Black_spot(1148).jpg","train","black_spot","local_DataSet_Image_000821_Black_spot(1148)"
"1111111111000011100000011001000010001000100000001100000011000001","train\black_spot\aug_000542_local_DataSet_Image_000685_Black_spot(394).jpg","train","black_spot","local_DataSet_Image_000685_Black_spot(394)"
"0000000001100011010000010101000001010000010110000100000001100001","train\black_spot\aug_000543_local_DataSet_Image_000752_Black_spot(1095).jpg","train","black_spot","local_DataSet_Image_000752_Black_spot(1095)"
"0111001001000011000110001010011010110011100010101100010010100011","train\black_spot\aug_000544_local_DataSet_Image_000830_Black_spot(503).jpg","train","black_spot","local_DataSet_Image_000830_Black_spot(503)"
"1011111000100010110011011001100110000000100000001100000110100000","train\black_spot\aug_000545_local_DataSet_Image_000254_Black_spot(389).jpg","train","black_spot","local_DataSet_Image_000254_Black_spot(389)"
"0000000001111111011111110111111101111111010111110000000100000011","train\black_spot\aug_000546_local_DataSet_Image_000273_Black_spot(1004).jpg","train","black_spot","local_DataSet_Image_000273_Black_spot(1004)"
"0000000011000001110000001001000010010010110111001111100111111111","train\black_spot\aug_000547_local_DataSet_Image_000163_Black_spot(24).jpg","train","black_spot","local_DataSet_Image_000163_Black_spot(24)"
"0001111000101010110100011000011011000101100100100011011100110110","train\black_spot\aug_000548_local_DataSet_Image_000806_Black_spot(471).jpg","train","black_spot","local_DataSet_Image_000806_Black_spot(471)"
"1111110001111010010001001101001010101010101001110000100010001100","train\black_spot\aug_000549_local_DataSet_Image_000718_Black_spot(353).jpg","train","black_spot","local_DataSet_Image_000718_Black_spot(353)"
"0000000000100000100000000011100001111101011111101111111001111111","train\black_spot\aug_000550_local_DataSet_Image_000110_Black_spot(72).jpg","train","black_spot","local_DataSet_Image_000110_Black_spot(72)"
"0001000110000000100000001001110010011110101011010100001100101110","train\black_spot\aug_000551_local_DataSet_Image_000391_Black_spot(424).jpg","train","black_spot","local_DataSet_Image_000391_Black_spot(424)"
"1110111111000011101000011011101010101100000111101000000011000001","train\black_spot\aug_000552_local_DataSet_Image_000039_Black_spot(157).jpg","train","black_spot","local_DataSet_Image_000039_Black_spot(157)"
"0001110110000110001000110000101010001101101011110001111100100111","train\black_spot\aug_000553_local_DataSet_Image_000481_Black_spot(587).jpg","train","black_spot","local_DataSet_Image_000481_Black_spot(587)"
"1000001000000001100000001001111010010110100111101101110110111110","train\black_spot\aug_000554_local_DataSet_Image_000227_Black_spot(622).jpg","train","black_spot","local_DataSet_Image_000227_Black_spot(622)"
"0010111000000011000001010000000000010000100011001101100111100011","train\black_spot\aug_000555_local_DataSet_Image_000204_Black_spot(132).jpg","train","black_spot","local_DataSet_Image_000204_Black_spot(132)"
"1111111111100001110000001000010110000101001000001000100110100111","train\black_spot\aug_000556_local_DataSet_Image_000836_Black_spot(874).jpg","train","black_spot","local_DataSet_Image_000836_Black_spot(874)"
"0000000001101011101111001111111110001010100000110101010100000101","train\black_spot\aug_000557_local_DataSet_Image_000471_Black_spot(635).jpg","train","black_spot","local_DataSet_Image_000471_Black_spot(635)"
"0111110001000001010000001000100010011000100000001000000011000011","train\black_spot\aug_000558_local_DataSet_Image_000358_Black_spot(960).jpg","train","black_spot","local_DataSet_Image_000358_Black_spot(960)"
"1111100001000000100000001000000010000000100110001100000111100011","train\black_spot\aug_000559_local_DataSet_Image_000312_Black_spot(121).jpg","train","black_spot","local_DataSet_Image_000312_Black_spot(121)"
"0111111101111111010000010000000100001100000011100000110101000011","train\black_spot\aug_000560_local_DataSet_Image_000840_Black_spot(889).jpg","train","black_spot","local_DataSet_Image_000840_Black_spot(889)"
"0000000000011110111111011111110011110000000000001000000001000000","train\black_spot\aug_000561_local_DataSet_Image_000814_Black_spot(581).jpg","train","black_spot","local_DataSet_Image_000814_Black_spot(581)"
"0111111101100011010000010000000100001101000010000100000001000001","train\black_spot\aug_000562_local_DataSet_Image_000233_Black_spot(838).jpg","train","black_spot","local_DataSet_Image_000233_Black_spot(838)"
"1111110000101010011000111011111110010111100111100101100100101000","train\black_spot\aug_000563_local_DataSet_Image_000228_Black_spot(71).jpg","train","black_spot","local_DataSet_Image_000228_Black_spot(71)"
"1111111111000011100000011000100010001100100000001000000011000001","train\black_spot\aug_000564_local_DataSet_Image_000024_Black_spot(400).jpg","train","black_spot","local_DataSet_Image_000024_Black_spot(400)"
"0111110101001111001010010000011001001111100011001000100011101111","train\black_spot\aug_000565_local_DataSet_Image_000675_Black_spot(884).jpg","train","black_spot","local_DataSet_Image_000675_Black_spot(884)"
"0111111001100011000000010000000000000110100000001000000111100011","train\black_spot\aug_000566_local_DataSet_Image_000197_Black_spot(102).jpg","train","black_spot","local_DataSet_Image_000197_Black_spot(102)"
"0000000011111111110111111011111110110111100101101000100011000001","train\black_spot\aug_000567_local_DataSet_Image_000408_Black_spot(770).jpg","train","black_spot","local_DataSet_Image_000408_Black_spot(770)"
"0111111101100001010000000100000001111000010110000111100101100011","train\black_spot\aug_000568_local_DataSet_Image_000336_Black_spot(144).jpg","train","black_spot","local_DataSet_Image_000336_Black_spot(144)"
"1100000000110101110010110101101000110000001111000000011000010111","train\black_spot\aug_000569_local_DataSet_Image_000285_Black_spot(1120).jpg","train","black_spot","local_DataSet_Image_000285_Black_spot(1120)"
"0000000000011011000100100101001101010111110011101110110001010101","train\black_spot\aug_000570_local_DataSet_Image_000071_Black_spot(48).jpg","train","black_spot","local_DataSet_Image_000071_Black_spot(48)"
"0000000000111100001101000111110001011111010111100111111000010010","train\black_spot\aug_000571_local_DataSet_Image_000791_Black_spot(527).jpg","train","black_spot","local_DataSet_Image_000791_Black_spot(527)"
"0000000001100111000000010000010000001110010000010110001101111111","train\black_spot\aug_000572_local_DataSet_Image_000285_Black_spot(1120).jpg","train","black_spot","local_DataSet_Image_000285_Black_spot(1120)"
"0111110001100000010000000000000000010000010000000100000000111111","train\black_spot\aug_000573_local_DataSet_Image_000359_Black_spot(120).jpg","train","black_spot","local_DataSet_Image_000359_Black_spot(120)"
"1111110011100001110000001000000010000000101000001000000011000000","train\black_spot\aug_000574_local_DataSet_Image_000656_Black_spot(1191).jpg","train","black_spot","local_DataSet_Image_000656_Black_spot(1191)"
"0001111000111110101111111011111010111110100011100100000000100000","train\black_spot\aug_000575_local_DataSet_Image_000521_Black_spot(361).jpg","train","black_spot","local_DataSet_Image_000521_Black_spot(361)"
"1111111111000011000000010000000000000110100001001000000011000001","train\black_spot\aug_000576_local_DataSet_Image_000409_Black_spot(748).jpg","train","black_spot","local_DataSet_Image_000409_Black_spot(748)"
"0101010100111110011111110011111101111011011111110011111100011001","train\black_spot\aug_000577_local_DataSet_Image_000695_Black_spot(195).jpg","train","black_spot","local_DataSet_Image_000695_Black_spot(195)"
"0000110000000010000110010011100100001101100001101100010110100000","train\black_spot\aug_000578_local_DataSet_Image_000549_Black_spot(357).jpg","train","black_spot","local_DataSet_Image_000549_Black_spot(357)"
"1111111111000001100000000000000000000110100000001000000111100011","train\black_spot\aug_000579_local_DataSet_Image_000339_Black_spot(1065).jpg","train","black_spot","local_DataSet_Image_000339_Black_spot(1065)"
"1110001110000001100000001000000010001110100011101000010011000011","train\black_spot\aug_000580_local_DataSet_Image_000028_Black_spot(7).jpg","train","black_spot","local_DataSet_Image_000028_Black_spot(7)"
"0000000000111110001111110111111101111111011111111010111101111111","train\black_spot\aug_000581_local_DataSet_Image_000118_Black_spot(251).jpg","train","black_spot","local_DataSet_Image_000118_Black_spot(251)"
"0111110001100001001100001001000010011010110001011110010011000111","train\black_spot\aug_000582_local_DataSet_Image_000267_Black_spot(1127).jpg","train","black_spot","local_DataSet_Image_000267_Black_spot(1127)"
"0000111111100011111110001011100010111000001100000100000001100001","train\black_spot\aug_000583_local_DataSet_Image_000182_Black_spot(3).jpg","train","black_spot","local_DataSet_Image_000182_Black_spot(3)"
"1001111110100010111000011111100011011000110110000100000000100000","train\black_spot\aug_000584_local_DataSet_Image_000594_Black_spot(551).jpg","train","black_spot","local_DataSet_Image_000594_Black_spot(551)"
"0111111001100011110000001000000010010000100000001000000011000011","train\black_spot\aug_000585_local_DataSet_Image_000271_Black_spot(1054).jpg","train","black_spot","local_DataSet_Image_000271_Black_spot(1054)"
"1110110111000011100100001000000010111000110110001111100011000011","train\black_spot\aug_000586_local_DataSet_Image_000039_Black_spot(157).jpg","train","black_spot","local_DataSet_Image_000039_Black_spot(157)"
"1111111111000011100000011000000010001000100000001000000011000001","train\black_spot\aug_000587_local_DataSet_Image_000111_Black_spot(799).jpg","train","black_spot","local_DataSet_Image_000111_Black_spot(799)"
"0000000000111100011111111111111111111111001111001000100000100000","train\black_spot\aug_000588_local_DataSet_Image_000610_Black_spot(336).jpg","train","black_spot","local_DataSet_Image_000610_Black_spot(336)"
"1011110110110001100001101111010001000011000101101000110011110111","train\black_spot\aug_000589_local_DataSet_Image_000444_Black_spot(1073).jpg","train","black_spot","local_DataSet_Image_000444_Black_spot(1073)"
"0000011111011101101001001000101010001010000000100000010101001011","train\black_spot\aug_000590_local_DataSet_Image_000353_Black_spot(101).jpg","train","black_spot","local_DataSet_Image_000353_Black_spot(101)"
"1111111111000011000000000000000010011111100001001100000111100011","train\black_spot\aug_000591_local_DataSet_Image_000746_Black_spot(719).jpg","train","black_spot","local_DataSet_Image_000746_Black_spot(719)"
"0000000001101111010011110001111100011111000111110100101100010111","train\black_spot\aug_000592_local_DataSet_Image_000805_Black_spot(232).jpg","train","black_spot","local_DataSet_Image_000805_Black_spot(232)"
"0110000001000001011000001111110010101111101010101000010110000001","train\black_spot\aug_000593_local_DataSet_Image_000321_Black_spot(661).jpg","train","black_spot","local_DataSet_Image_000321_Black_spot(661)"
"1111111111000001101111000000000010011100110101001001000011000001","train\black_spot\aug_000594_local_DataSet_Image_000446_Black_spot(959).jpg","train","black_spot","local_DataSet_Image_000446_Black_spot(959)"
"0010100000110010000000110101101111001011101111101010111100000110","train\black_spot\aug_000595_local_DataSet_Image_000620_Black_spot(430).jpg","train","black_spot","local_DataSet_Image_000620_Black_spot(430)"
"1111110011000001110000001001100010010000100000001000000011000001","train\black_spot\aug_000596_local_DataSet_Image_000523_Black_spot(797).jpg","train","black_spot","local_DataSet_Image_000523_Black_spot(797)"
"0011111000111111001111110011111100111111001011110011111100111110","train\black_spot\aug_000597_local_DataSet_Image_000118_Black_spot(251).jpg","train","black_spot","local_DataSet_Image_000118_Black_spot(251)"
"0111100001100001010001010000110010000000100000011000000111000011","train\black_spot\aug_000598_local_DataSet_Image_000394_Black_spot(1013).jpg","train","black_spot","local_DataSet_Image_000394_Black_spot(1013)"
"1111110001110001101000101011000011011000110101101111101011100011","train\black_spot\aug_000599_local_DataSet_Image_000590_Black_spot(909).jpg","train","black_spot","local_DataSet_Image_000590_Black_spot(909)"
"0010000010110000000001000111100001111001011110010110111101110100","train\black_spot\aug_000600_local_DataSet_Image_000194_Black_spot(489).jpg","train","black_spot","local_DataSet_Image_000194_Black_spot(489)"
"0001100001000000010110000111110101111101011111110111111100111110","train\black_spot\aug_000601_local_DataSet_Image_000260_Black_spot(462).jpg","train","black_spot","local_DataSet_Image_000260_Black_spot(462)"
"0000000000111111011111110111111100111011001110110101111001000000","train\black_spot\aug_000602_local_DataSet_Image_000045_Black_spot(184).jpg","train","black_spot","local_DataSet_Image_000045_Black_spot(184)"
"1111000111100001110000001000000010000000100110001100000111100011","train\black_spot\aug_000603_local_DataSet_Image_000725_Black_spot(924).jpg","train","black_spot","local_DataSet_Image_000725_Black_spot(924)"
"1111001101100111011011110011100000000100001100000100101001111100","train\black_spot\aug_000604_local_DataSet_Image_000446_Black_spot(959).jpg","train","black_spot","local_DataSet_Image_000446_Black_spot(959)"
"1111111111100011100000011000000100000100000001010000000110000011","train\black_spot\aug_000605_local_DataSet_Image_000001_Black_spot(47).jpg","train","black_spot","local_DataSet_Image_000001_Black_spot(47)"
"0111011101000001000000000001110000011110000110110101111101101111","train\black_spot\aug_000606_local_DataSet_Image_000532_Black_spot(829).jpg","train","black_spot","local_DataSet_Image_000532_Black_spot(829)"
"0111100001100000010000000000000010111000101111001111110111100011","train\black_spot\aug_000607_local_DataSet_Image_000825_Black_spot(523).jpg","train","black_spot","local_DataSet_Image_000825_Black_spot(523)"
"0000101011101001110000001100100010010000000110000110010101110011","train\black_spot\aug_000608_local_DataSet_Image_000551_Black_spot(696).jpg","train","black_spot","local_DataSet_Image_000551_Black_spot(696)"
"1111111111100000110000001000000010100000100000001100000111000011","train\black_spot\aug_000609_local_DataSet_Image_000703_Black_spot(1037).jpg","train","black_spot","local_DataSet_Image_000703_Black_spot(1037)"
"1111110110001001110100001001010011001001110000001101011111110111","train\black_spot\aug_000610_local_DataSet_Image_000736_Black_spot(942).jpg","train","black_spot","local_DataSet_Image_000736_Black_spot(942)"
"0000000000110111010011110101111100010111010111110000111100111111","train\black_spot\aug_000611_local_DataSet_Image_000759_Black_spot(516).jpg","train","black_spot","local_DataSet_Image_000759_Black_spot(516)"
"1111100001100001010000000000000010001000101110001111000111100011","train\black_spot\aug_000612_local_DataSet_Image_000754_Black_spot(593).jpg","train","black_spot","local_DataSet_Image_000754_Black_spot(593)"
"0110110010001011001110010100000000110000011100100100010000001101","train\black_spot\aug_000613_local_DataSet_Image_000686_Black_spot(188).jpg","train","black_spot","local_DataSet_Image_000686_Black_spot(188)"
"0111110001100001000000011000010100001111000011111000001111000011","train\black_spot\aug_000614_local_DataSet_Image_000201_Black_spot(1098).jpg","train","black_spot","local_DataSet_Image_000201_Black_spot(1098)"
"0000000010100000110100001000010111111010110111110010010001101011","train\black_spot\aug_000615_local_DataSet_Image_000372_Black_spot(445).jpg","train","black_spot","local_DataSet_Image_000372_Black_spot(445)"
"0011111111100011100000000000000000000100000000000000000101100011","train\black_spot\aug_000616_local_DataSet_Image_000441_Black_spot(1192).jpg","train","black_spot","local_DataSet_Image_000441_Black_spot(1192)"
"0000000011101011100001001101100011111010110000101000100111111111","train\black_spot\aug_000617_local_DataSet_Image_000071_Black_spot(48).jpg","train","black_spot","local_DataSet_Image_000071_Black_spot(48)"
"0111100001000011000000010011000010111000100000001000000011100011","train\black_spot\aug_000618_local_DataSet_Image_000680_Black_spot(692).jpg","train","black_spot","local_DataSet_Image_000680_Black_spot(692)"
"0111000000100001001000110010101000000110100001111100001011100101","train\black_spot\aug_000619_local_DataSet_Image_000338_Black_spot(4).jpg","train","black_spot","local_DataSet_Image_000338_Black_spot(4)"
"1111111111000011100010011000010010000000100000001000000110000001","train\black_spot\aug_000620_local_DataSet_Image_000638_Black_spot(774).jpg","train","black_spot","local_DataSet_Image_000638_Black_spot(774)"
"0000110001100000010110000011010001110110011111100111111001111111","train\black_spot\aug_000621_local_DataSet_Image_000321_Black_spot(661).jpg","train","black_spot","local_DataSet_Image_000321_Black_spot(661)"
"0000000000110100011111110110111100101111011111110111101000110110","train\black_spot\aug_000622_local_DataSet_Image_000679_Black_spot(270).jpg","train","black_spot","local_DataSet_Image_000679_Black_spot(270)"
"1011111110000011000010011001100000011001110010101101000111011111","train\black_spot\aug_000623_local_DataSet_Image_000127_Black_spot(2).jpg","train","black_spot","local_DataSet_Image_000127_Black_spot(2)"
"0110101001001001011111100101011010000100000001100000011001010001","train\black_spot\aug_000624_local_DataSet_Image_000737_Black_spot(479).jpg","train","black_spot","local_DataSet_Image_000737_Black_spot(479)"
"0011111111101001000101000000111000100101000011010011001101000101","train\black_spot\aug_000625_local_DataSet_Image_000307_Black_spot(97).jpg","train","black_spot","local_DataSet_Image_000307_Black_spot(97)"
"1111111111000111010111011010010010011000101000001100000011100000","train\black_spot\aug_000626_local_DataSet_Image_000519_Black_spot(1050).jpg","train","black_spot","local_DataSet_Image_000519_Black_spot(1050)"
"0110011110000011101001011000011110001100011000011000000101111001","train\black_spot\aug_000627_local_DataSet_Image_000316_Black_spot(905).jpg","train","black_spot","local_DataSet_Image_000316_Black_spot(905)"
"1000001100000001000000000000010000011110000011111001111101001111","train\black_spot\aug_000628_local_DataSet_Image_000682_Black_spot(724).jpg","train","black_spot","local_DataSet_Image_000682_Black_spot(724)"
"0001110000000010000000011000000010001100100010101100100110111110","train\black_spot\aug_000629_local_DataSet_Image_000418_Black_spot(642).jpg","train","black_spot","local_DataSet_Image_000418_Black_spot(642)"
"0111101001000011000000010001110100000101100000011000000101000011","train\black_spot\aug_000630_local_DataSet_Image_000334_Black_spot(69).jpg","train","black_spot","local_DataSet_Image_000334_Black_spot(69)"
"0111111101000001000000000000001000000110000001100100000101100001","train\black_spot\aug_000631_local_DataSet_Image_000412_Black_spot(1014).jpg","train","black_spot","local_DataSet_Image_000412_Black_spot(1014)"
"0000000001111110011111110101111001011100010000000100000100000111","train\black_spot\aug_000632_local_DataSet_Image_000713_Black_spot(1091).jpg","train","black_spot","local_DataSet_Image_000713_Black_spot(1091)"
"0000000001100111000111110011111100111111011111110011111101111111","train\black_spot\aug_000633_local_DataSet_Image_000302_Black_spot(125).jpg","train","black_spot","local_DataSet_Image_000302_Black_spot(125)"
"0111100001110011010000010000100010111000101000001000000011000000","train\black_spot\aug_000634_local_DataSet_Image_000567_Black_spot(498).jpg","train","black_spot","local_DataSet_Image_000567_Black_spot(498)"
"0001111111101111100101011011100010110010010000000101010011110100","train\black_spot\aug_000635_local_DataSet_Image_000130_Black_spot(356).jpg","train","black_spot","local_DataSet_Image_000130_Black_spot(356)"
"0000111111000001110100001101001111011001011011110100110100011011","train\black_spot\aug_000636_local_DataSet_Image_000196_Black_spot(9).jpg","train","black_spot","local_DataSet_Image_000196_Black_spot(9)"
"1111111110000011000000010000010100000101100000011100001111100011","train\black_spot\local_DataSet_Image_000000_Black_spot(1144).jpg","train","black_spot","local_DataSet_Image_000000_Black_spot(1144)"
"1111111110000011000000010000010100000101100000011100001111100011","train\black_spot\local_DataSet_Image_000001_Black_spot(47).jpg","train","black_spot","local_DataSet_Image_000001_Black_spot(47)"
"1111111110000011000000010000010100000101100000011100001111100011","train\black_spot\local_DataSet_Image_000002_Black_spot(500).jpg","train","black_spot","local_DataSet_Image_000002_Black_spot(500)"
"1111111111100011100000011000000000000100000000001000000011000001","train\black_spot\local_DataSet_Image_000003_Black_spot(843).jpg","train","black_spot","local_DataSet_Image_000003_Black_spot(843)"
"1111111111100011100000011000000000000100000000001000000011000001","train\black_spot\local_DataSet_Image_000004_Black_spot(91).jpg","train","black_spot","local_DataSet_Image_000004_Black_spot(91)"
"1111111111000001100000001000000010011000100010001100000111100001","train\black_spot\local_DataSet_Image_000005_Black_spot(164).jpg","train","black_spot","local_DataSet_Image_000005_Black_spot(164)"
"1111111111000001100000001000000010011000100010001100000111100001","train\black_spot\local_DataSet_Image_000006_Black_spot(910).jpg","train","black_spot","local_DataSet_Image_000006_Black_spot(910)"
"0001111000100000110000001000110010111100101111000111110100111110","train\black_spot\local_DataSet_Image_000007_Black_spot(33).jpg","train","black_spot","local_DataSet_Image_000007_Black_spot(33)"
"0001111000100000110000001000110010111100101111000111110100111110","train\black_spot\local_DataSet_Image_000008_Black_spot(433).jpg","train","black_spot","local_DataSet_Image_000008_Black_spot(433)"
"1111111111100000110000001000000010000000100000001100000111100011","train\black_spot\local_DataSet_Image_000009_Black_spot(976).jpg","train","black_spot","local_DataSet_Image_000009_Black_spot(976)"
"1111111111100000110000001000000010000000100000001100000111100011","train\black_spot\local_DataSet_Image_000010_Black_spot(99).jpg","train","black_spot","local_DataSet_Image_000010_Black_spot(99)"
"1111111111100011110000011000100010001000000000001000000010000001","train\black_spot\local_DataSet_Image_000011_Black_spot(810).jpg","train","black_spot","local_DataSet_Image_000011_Black_spot(810)"
"1111111111100011110000011000100010001000000000001000000010000001","train\black_spot\local_DataSet_Image_000012_Black_spot(84).jpg","train","black_spot","local_DataSet_Image_000012_Black_spot(84)"
"0001110000111110010011111001011111001110100011000000000100000010","train\black_spot\local_DataSet_Image_000013_Black_spot(162).jpg","train","black_spot","local_DataSet_Image_000013_Black_spot(162)"
"0001110000111110011011111001011111001110100011000000000100000010","train\black_spot\local_DataSet_Image_000014_Black_spot(435).jpg","train","black_spot","local_DataSet_Image_000014_Black_spot(435)"
"0001110000100000011100001111100011111100111111000111110000111010","train\black_spot\local_DataSet_Image_000015_Black_spot(650).jpg","train","black_spot","local_DataSet_Image_000015_Black_spot(650)"
"0001110000100000011100001111100011111100111111000111110000111010","train\black_spot\local_DataSet_Image_000016_Black_spot(76).jpg","train","black_spot","local_DataSet_Image_000016_Black_spot(76)"
"0000111111000001100011000001111000010100000001000000000101100011","train\black_spot\local_DataSet_Image_000017_Black_spot(49).jpg","train","black_spot","local_DataSet_Image_000017_Black_spot(49)"
"0000111111000001100011000001111000010100000001000000000101100011","train\black_spot\local_DataSet_Image_000018_Black_spot(511).jpg","train","black_spot","local_DataSet_Image_000018_Black_spot(511)"
"0000001001000001101110001111000011111100011111100111110101111110","train\black_spot\local_DataSet_Image_000019_Black_spot(32).jpg","train","black_spot","local_DataSet_Image_000019_Black_spot(32)"
"0000001001000001101110001111000011111100011111100111110101111110","train\black_spot\local_DataSet_Image_000020_Black_spot(428).jpg","train","black_spot","local_DataSet_Image_000020_Black_spot(428)"
"1111111111000011100000001001000010011000100000001000000011100001","train\black_spot\local_DataSet_Image_000021_Black_spot(35).jpg","train","black_spot","local_DataSet_Image_000021_Black_spot(35)"
"1111111111000011100000001001000010011000100000001000000011100001","train\black_spot\local_DataSet_Image_000022_Black_spot(938).jpg","train","black_spot","local_DataSet_Image_000022_Black_spot(938)"
"1111111111100001110000001000100010001000100000001000000011000001","train\black_spot\local_DataSet_Image_000023_Black_spot(27).jpg","train","black_spot","local_DataSet_Image_000023_Black_spot(27)"
"1111111111100001110000001000100010001000100000001000000011000001","train\black_spot\local_DataSet_Image_000024_Black_spot(400).jpg","train","black_spot","local_DataSet_Image_000024_Black_spot(400)"
"0000111001000011100011010001111100011111001111110001111101111111","train\black_spot\local_DataSet_Image_000025_Black_spot(51).jpg","train","black_spot","local_DataSet_Image_000025_Black_spot(51)"
"0000111001000011100011010001111100011101001111110001111101111111","train\black_spot\local_DataSet_Image_000026_Black_spot(522).jpg","train","black_spot","local_DataSet_Image_000026_Black_spot(522)"
"0111111111100101110001111000110010001110000001001000000111000001","train\black_spot\local_DataSet_Image_000027_Black_spot(300).jpg","train","black_spot","local_DataSet_Image_000027_Black_spot(300)"
"0111111111100101110001111000110010001110000001001000000111000001","train\black_spot\local_DataSet_Image_000028_Black_spot(7).jpg","train","black_spot","local_DataSet_Image_000028_Black_spot(7)"
"0000001111000001110000001000010010011000010011000110010001110001","train\black_spot\local_DataSet_Image_000029_Black_spot(617).jpg","train","black_spot","local_DataSet_Image_000029_Black_spot(617)"
"0000001111000001110000001000010010011000010011000110010001110001","train\black_spot\local_DataSet_Image_000030_Black_spot(70).jpg","train","black_spot","local_DataSet_Image_000030_Black_spot(70)"
"0111100001110011010000000101000010001000100000001100000111000011","train\black_spot\local_DataSet_Image_000031_Black_spot(23).jpg","train","black_spot","local_DataSet_Image_000031_Black_spot(23)"
"0111100001110011010000000101000010001000100000001100000111000011","train\black_spot\local_DataSet_Image_000032_Black_spot(384).jpg","train","black_spot","local_DataSet_Image_000032_Black_spot(384)"
"1111111111100011110000011000000010000100100000001100000011100001","train\black_spot\local_DataSet_Image_000033_Black_spot(794).jpg","train","black_spot","local_DataSet_Image_000033_Black_spot(794)"
"1111111111100011110000011000000010000100100000001100000011100001","train\black_spot\local_DataSet_Image_000034_Black_spot(81).jpg","train","black_spot","local_DataSet_Image_000034_Black_spot(81)"
"1111111111000011100000001000001010010000100000001000000011000001","train\black_spot\local_DataSet_Image_000035_Black_spot(854).jpg","train","black_spot","local_DataSet_Image_000035_Black_spot(854)"
"1111111111000011100000001000001010010000100000001000000011000001","train\black_spot\local_DataSet_Image_000036_Black_spot(93).jpg","train","black_spot","local_DataSet_Image_000036_Black_spot(93)"
"1111111111000001100000000000000000000100100000001100000111100111","train\black_spot\local_DataSet_Image_000037_Black_spot(1165).jpg","train","black_spot","local_DataSet_Image_000037_Black_spot(1165)"
"1111111111000001100000000000000000000100100000001100000111100111","train\black_spot\local_DataSet_Image_000038_Black_spot(136).jpg","train","black_spot","local_DataSet_Image_000038_Black_spot(136)"
"1111111111100001110000001000000010011000100000001000000011000001","train\black_spot\local_DataSet_Image_000039_Black_spot(157).jpg","train","black_spot","local_DataSet_Image_000039_Black_spot(157)"
"1111111111100001110000001000000010011000100000001000000011000001","train\black_spot\local_DataSet_Image_000040_Black_spot(346).jpg","train","black_spot","local_DataSet_Image_000040_Black_spot(346)"
"0001111000111110110110011011110010111010100000000000000100110010","train\black_spot\local_DataSet_Image_000041_Black_spot(34).jpg","train","black_spot","local_DataSet_Image_000041_Black_spot(34)"
"0001111000111110110110011011110010111010100000000000000100110010","train\black_spot\local_DataSet_Image_000042_Black_spot(439).jpg","train","black_spot","local_DataSet_Image_000042_Black_spot(439)"
"1111111111100011110000011000100010001000100000001000000011000000","train\black_spot\local_DataSet_Image_000043_Black_spot(152).jpg","train","black_spot","local_DataSet_Image_000043_Black_spot(152)"
"1111111111100011110000011000100010001000100000001000000011000000","train\black_spot\local_DataSet_Image_000044_Black_spot(220).jpg","train","black_spot","local_DataSet_Image_000044_Black_spot(220)"
"0011110000111110011011111001111110010010100011101000000100000000","train\black_spot\local_DataSet_Image_000045_Black_spot(184).jpg","train","black_spot","local_DataSet_Image_000045_Black_spot(184)"
"0011110000111110011011111001111110010010100011101000000100000000","train\black_spot\local_DataSet_Image_000046_Black_spot(267).jpg","train","black_spot","local_DataSet_Image_000046_Black_spot(267)"
"1111111111000001100000001000000010010000100000001100000111100011","train\black_spot\local_DataSet_Image_000047_Black_spot(1043).jpg","train","black_spot","local_DataSet_Image_000047_Black_spot(1043)"
"1111111111000001100000001000000010010000100000001100000111100011","train\black_spot\local_DataSet_Image_000048_Black_spot(112).jpg","train","black_spot","local_DataSet_Image_000048_Black_spot(112)"
"1111111111000011100000010000000000001100000000001000000111100011","train\black_spot\local_DataSet_Image_000049_Black_spot(876).jpg","train","black_spot","local_DataSet_Image_000049_Black_spot(876)"
"1111111111000011100000010000000000001100000000001000000111100011","train\black_spot\local_DataSet_Image_000050_Black_spot(98).jpg","train","black_spot","local_DataSet_Image_000050_Black_spot(98)"
"1111111111000001100000001000000010000100100011001100000111100011","train\black_spot\local_DataSet_Image_000051_Black_spot(1082).jpg","train","black_spot","local_DataSet_Image_000051_Black_spot(1082)"
"1111111111000001100000001000000010000100100011001100000111100011","train\black_spot\local_DataSet_Image_000052_Black_spot(119).jpg","train","black_spot","local_DataSet_Image_000052_Black_spot(119)"
"0111111101000001000000000000000000000010100000011100000111000011","train\black_spot\local_DataSet_Image_000053_Black_spot(1187).jpg","train","black_spot","local_DataSet_Image_000053_Black_spot(1187)"
"0111111101000001000000000000000000000010100000001100000111000011","train\black_spot\local_DataSet_Image_000054_Black_spot(140).jpg","train","black_spot","local_DataSet_Image_000054_Black_spot(140)"
"0001111000000010100011111001111100001111100011110000100100001010","train\black_spot\local_DataSet_Image_000055_Black_spot(53).jpg","train","black_spot","local_DataSet_Image_000055_Black_spot(53)"
